ID,Provincia,Latitud,Longitud,Localidad,SitioCodigo,Area_(m2),Taxa,Especie,EspecieCodigo,Talla_(cm),Abundancia,Densidad_(org/m2)
355,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,30,3,0.06
356,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,35,14,0.28
357,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,5,27,0.54
358,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,36,0.72
359,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,19,0.38
360,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,8,0.16
361,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,7,0.14
362,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,35,1,0.02
363,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,20,2,0.04
364,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,30,7,0.14
365,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,35,3,0.06
366,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,15,2,0.04
367,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Blenniidae,Ophioblennius steindachneri,OPH_STE,15,2,0.04
368,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Blenniidae,Ophioblennius steindachneri,OPH_STE,5,8,0.16
369,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,9,0.18
370,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Blenniidae,Ophioblennius steindachneri,OPH_STE,20,1,0.02
371,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Acanthuridae,Prionurus laticlavius,PRI_LAT,25,1,0.02
372,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Acanthuridae,Prionurus laticlavius,PRI_LAT,25,2,0.04
373,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Acanthuridae,Prionurus laticlavius,PRI_LAT,30,2,0.04
374,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Chromis atrilobata,CHR_ATR,10,15,0.3
375,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Balistidae,Balistes polylepis,BAL_POL,35,2,0.04
376,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,20,2,0.04
377,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Haemulidae,Anisotremus taeniatus,ANI_TAE,30,2,0.04
378,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Haemulidae,Anisotremus taeniatus,ANI_TAE,35,1,0.02
379,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Holocentridae,Sargocentron suborbitalis,SAR_SUB,20,3,0.06
380,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,35,3,0.06
381,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,20,6,0.12
382,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,25,2,0.04
383,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,6,0.12
384,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,15,6,0.12
385,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,3,0.06
386,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,25,2,0.04
387,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,30,2,0.04
388,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,3,0.06
389,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,5,0.1
390,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,4,0.08
391,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,2,0.04
392,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,9,0.18
393,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,15,8,0.16
394,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,5,9,0.18
395,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,20,4,0.08
396,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,15,3,0.06
397,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,5,0.1
398,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,10,13,0.26
399,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,15,6,0.12
400,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,30,2,0.04
401,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,30,4,0.08
402,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,30,4,0.08
403,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,35,9,0.18
404,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,25,5,0.1
405,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,20,2,0.04
406,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Muraenidae,Echidna nebulosa,ECH_NEB,35,1,0.02
407,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Chromis atrilobata,CHR_ATR,10,10,0.2
408,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Balistidae,Balistes polylepis,BAL_POL,30,2,0.04
409,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Balistidae,Balistes polylepis,BAL_POL,35,3,0.06
410,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Balistidae,Sufflamen verres,SUF_VER,35,3,0.06
411,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Carangidae,Caranx caballus,CAR_CAB,25,8,0.16
412,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Carangidae,Caranx caballus,CAR_CAB,30,3,0.06
413,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,20,3,0.06
414,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,25,3,0.06
415,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Engraulidae,Anchoa eigenmannia,ANC_EIG,5,50,1
416,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Diodontidae,Diodon hystrix,DIO_HYS,35,1,0.02
417,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon maculicauda,HAE_MAC,25,17,0.34
418,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon maculicauda,HAE_MAC,30,11,0.22
419,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon flaviguttatum,HAE_FLA,30,32,0.64
420,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon flaviguttatum,HAE_FLA,25,21,0.42
421,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,29,0.58
422,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,18,0.36
423,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,35,1,0.02
424,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,30,2,0.04
425,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,25,2,0.04
426,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,30,2,0.04
427,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,6,0.12
428,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,11,0.22
429,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,6,0.12
430,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,31,0.62
431,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,25,20,0.4
432,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,10,11,0.22
433,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,5,3,0.06
434,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Stegastes flavilatus,STE_FLA,25,4,0.08
435,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Scaridae,Scarus perrico,SCA_PER,30,2,0.04
436,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,20,3,0.06
437,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,25,2,0.04
438,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,30,4,0.08
439,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,35,4,0.08
440,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,25,3,0.06
441,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Tetraodontidae,Arothron hispidus,ARO_HIS,35,2,0.04
442,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Carangidae,Gnathanodon speciosus,GNA_SPE,35,2,0.04
443,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Chromis atrilobata,CHR_ATR,5,50,1
444,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Carangidae,Caranx caballus,CAR_CAB,20,5,0.1
445,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,15,5,0.1
446,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon flaviguttatum,HAE_FLA,25,20,0.4
447,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Haemulon flaviguttatum,HAE_FLA,30,12,0.24
448,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Anisotremus taeniatus,ANI_TAE,30,6,0.12
449,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Haemulidae,Anisotremus taeniatus,ANI_TAE,35,5,0.1
450,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Holocentridae,Sargocentron suborbitalis,SAR_SUB,20,9,0.18
451,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,5,29,0.58
452,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Thalassoma lucasanum,THA_LUC,10,23,0.46
453,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Labridae,Bodianus diplotaenia,BOD_DIP,25,3,0.06
454,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Lutjanidae,Lutjanus guttatus,LUT_GUT,25,4,0.08
455,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacanthidae,Holacanthus passer,HOL_PAS,20,4,0.08
456,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,1,0.02
457,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,6,0.12
458,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,4,0.08
459,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,13,0.26
460,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf troschelii,ABU_TRO,15,7,0.14
461,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,5,6,0.12
462,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,10,5,0.1
463,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,25,7,0.14
464,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Pomacentridae,Abudefduf concolor,ABU_CON,30,3,0.06
465,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Scaridae,Scarus perrico,SCA_PER,25,2,0.04
466,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,15,15,0.3
467,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus panamensis,EPI_PAN,25,1,0.02
468,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,25,5,0.1
469,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Serranidae,Epinephelus labriformis,EPI_LAB,35,2,0.04
470,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Cirripedia,Balanus sp,BAL_SP,5,68,1.36
471,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,2,0.04
472,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Cirripedia,Balanus sp,BAL_SP,5,92,1.84
473,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,61,1.22
474,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,1,0.02
475,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,7,0.14
476,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,14,0.28
477,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Echinoidea,Diadema mexicanum,DIA_MEX,5,1,0.02
478,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Holothuroidea,Holothuria impatiens,HOL_IMP,10,2,0.04
479,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,4,0.08
480,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,4,0.08
481,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Octocorallia,Pacifigorgia sp,PAC_SP,15,1,0.02
482,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,30,0.6
483,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Polyplacophora,Chiton sp,CHI_SP,10,1,0.02
484,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Echinoidea,Diadema mexicanum,DIA_MEX,5,3,0.06
485,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Holothuroidea,Holothuria impatiens,HOL_IMP,10,2,0.04
486,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,5,0.1
487,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Octocorallia,Leptogorgia alba,LEP_ALB,15,1,0.02
488,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Hydrozoa,Macrorhynchia philippina,MAC_PHI,5,1,0.02
489,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Octocorallia,Muricea fruticosa,MUR_FRU,15,1,0.02
490,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Octocorallia,Muricea fruticosa,MUR_FRU,10,1,0.02
491,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Octocorallia,Pacifigorgia sp,PAC_SP,15,3,0.06
492,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Asteroidea,Phataria unifascialis,PHA_UNI,10,1,0.02
493,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Echinoidea,Diadema mexicanum,DIA_MEX,5,1,0.02
494,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Holothuroidea,Holothuria impatiens,HOL_IMP,5,1,0.02
495,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,6,0.12
496,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Octocorallia,Leptogorgia alba,LEP_ALB,15,1,0.02
497,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,4,0.133333333
498,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Octocorallia,Muricea fruticosa,MUR_FRU,15,1,0.033333333
499,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Holothuroidea,Holothuria impatiens,HOL_IMP,10,2,0.066666667
500,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,6,0.2
501,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Octocorallia,Leptogorgia alba,LEP_ALB,15,1,0.033333333
502,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Ophiuroidea,Ophiocoma aethiops,OPH_AET,10,7,0.233333333
503,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Octocorallia,Pacifigorgia sp,PAC_SP,15,2,0.066666667
504,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Asteroidea,Phataria unifascialis,PHA_UNI,10,1,0.033333333
505,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Polychaeta,Spirobranchus sp,SPI_SP,5,2,0.066666667
506,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Hexacorallia,Porites lobata,POR_LOB,15,1,0.033333333
507,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Gastropoda,Conus nux,CON_NUX,5,7,0.14
508,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Echinoidea,Diadema mexicanum,DIA_MEX,5,3,0.06
509,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,11,0.22
510,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Gastropoda,Vasula melones,VAS_MEL,5,6,0.12
511,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Polyplacophora,Chiton sp,CHI_SP,5,1,0.02
512,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Gastropoda,Conus nux,CON_NUX,5,3,0.06
513,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Echinoidea,Diadema mexicanum,DIA_MEX,5,6,0.12
514,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,44,0.88
515,Puntarenas,9.78203,-84.890757,ISLA_TORTUGA,IT_SIN_TURISTAS,100,Gastropoda,Vasula melones,VAS_MEL,5,9,0.18
516,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,14,0.28
517,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,100,Octocorallia,Pacifigorgia sp,PAC_SP,5,1,0.02
518,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Polyplacophora,Chiton sp,CHI_SP,5,3,0.1
519,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Echinoidea,Diadema mexicanum,DIA_MEX,10,13,0.433333333
520,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,21,0.7
521,Puntarenas,9.81637,-84.87696,LANGOSTA,L_PC,100,Gastropoda,Vasula melones,VAS_MEL,5,34,1.133333333
522,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,100,Tetraodontidae,Arothron hispidus,ARO_HIS,40,2,0.04
523,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,100,Balistidae,Balistes polylepis,BAL_POL,10,1,0.02
524,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,100,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,5,4,0.08
525,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,100,Pomacentridae,Chromis atrilobata,CHR_ATR,10,140,2.8
526,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,100,Diodontidae,Diodon holocanthus,DIO_HOL,15,5,0.1
527,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,100,Diodontidae,Diodon holocanthus,DIO_HOL,20,2,0.04
