Dia,Provincia,Latitud,Longitud,Localidad,SitioCodigo,Profundidad,Transecto,Area_(m2),Phylum,Taxa,Especie,NivelTrofico,Talla_(cm),Abundancia,Densidad_(org/m2)
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,5,6,0.12
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,10,5,0.1
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,25,7,0.14
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,30,3,0.06
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Scaridae,Scarus perrico,Herbivoros,25,2,0.04
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Serranidae,Epinephelus panamensis,Carnivoros,15,15,0.3
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Serranidae,Epinephelus panamensis,Carnivoros,25,1,0.02
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,25,5,0.1
20-Mar-16,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,IT_CON_TURISTAS,2,2,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,35,2,0.04
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Tetraodontidae,Arothron hispidus,Carnivoros,40,2,0.04
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,10,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,5,4,0.08
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Pomacentridae,Chromis atrilobata,Planctivoros,10,140,2.8
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,15,5,0.1
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,20,2,0.04
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Muraenidae,Echidna nebulosa,Carnivoros,50,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,10,4,0.08
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,15,3,0.06
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,20,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,40,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,70,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Chaetodontidae,Johnrandallia nigrirostris,Carnivoros,15,6,0.12
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,10,9,0.18
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,15,2,0.04
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Serranidae,Rypticus bicolor,Carnivoros,20,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,10,55,1.1
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,15,44,0.88
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,10,124,2.48
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,15,15,0.3
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Tetraodontidae,Arothron hispidus,Carnivoros,40,5,0.1
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,10,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Chaetodontidae,Chaetodon humeralis,Carnivoros,5,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Pomacentridae,Chromis atrilobata,Planctivoros,15,30,0.6
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,20,2,0.04
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,10,2,0.04
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,70,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Labridae,Halichoeres dispilus,Carnivoros,15,5,0.1
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,10,3,0.06
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,10,20,0.4
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,15,45,0.9
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,20,3,0.06
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,5,3,0.06
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,10,2,0.04
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,15,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,5,50,1
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,10,95,1.9
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2.25,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,15,20,0.4
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Acanthuridae,Acanthurus xanthopterus,Herbivoros,20,3,0.06
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Tetraodontidae,Arothron meleagris,Carnivoros,15,1,0.02
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Tetraodontidae,Arothron meleagris,Carnivoros,20,1,0.02
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,5,3,0.06
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Chromis atrilobata,Planctivoros,10,30,0.6
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,15,2,0.04
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,20,1,0.02
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,15,2,0.04
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,20,3,0.06
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,40,3,0.06
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Labridae,Halichoeres dispilus,Carnivoros,10,50,1
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,20,1,0.02
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,25,3,0.06
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,15,2,0.04
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,15,3,0.06
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,5,1,0.02
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,10,1,0.02
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,15,2,0.04
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,20,1,0.02
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,5,2,0.04
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,10,5,0.1
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,20,0.4
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,5,3,0.06
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,1,0.02
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,4.5,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,20,9,0.18
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Pomacentridae,Abudefduf troschelii,Herbivoros,10,4,0.133333333
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Acanthuridae,Acanthurus xanthopterus,Herbivoros,20,1,0.033333333
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Tetraodontidae,Arothron meleagris,Carnivoros,20,1,0.033333333
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Labridae,Bodianus diplotaenia,Carnivoros,15,5,0.166666667
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,50,4,0.133333333
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Labridae,Halichoeres dispilus,Carnivoros,10,5,0.166666667
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Chaetodontidae,Johnrandallia nigrirostris,Carnivoros,15,19,0.633333333
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Pomacentridae,Microspathodon dorsalis,Herbivoros,25,5,0.166666667
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,10,2,0.066666667
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,15,1,0.033333333
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,10,5,0.166666667
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,31,1.033333333
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,5,50,1.666666667
21-May-16,Guanacaste,10.937683,-85.801716,CUAJINIQUIL,C_PITAYA,3,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,15,1,0.033333333
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,5,3,0.06
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,10,11,0.22
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,15,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,5,3,0.06
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,10,8,0.16
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,15,4,0.08
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,10,2,0.04
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,15,3,0.06
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,30,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,70,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Chaetodontidae,Johnrandallia nigrirostris,Carnivoros,5,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,10,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,15,2,0.04
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Pomacanthidae,Pomacanthus zonipectus,Carnivoros,15,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,10,5,0.1
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,15,6,0.12
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,5,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,10,6,0.12
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,15,7,0.14
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,10,5,0.1
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,32,0.64
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,10,56,1.12
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,2,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,15,18,0.36
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,15,3,0.06
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Pomacentridae,Abudefduf concolor,Herbivoros,20,4,0.08
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Tetraodontidae,Arothron meleagris,Carnivoros,20,2,0.04
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,10,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Pomacentridae,Microspathodon bairdii,Herbivoros,25,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Muraenidae,Muraena clepsydra,Carnivoros,70,1,0.02
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,15,7,0.14
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,15,11,0.22
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,10,17,0.34
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,28,0.56
21-May-16,Guanacaste,10.931550,-85.799916,CUAJINIQUIL,C_PTA_POCHOTE,1,2,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,15,12,0.24
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Acanthuridae,Acanthurus xanthopterus,Herbivoros,15,1,0.02
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Tetraodontidae,Arothron hispidus,Carnivoros,40,1,0.02
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Balistidae,Balistes polylepis,Carnivoros,10,3,0.06
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,5,3,0.06
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,5,1,0.02
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,10,1,0.02
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,20,3,0.06
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,5,1,0.02
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Serranidae,Epinephelus labriformis,Carnivoros,10,2,0.04
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,30,17,0.34
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,40,9,0.18
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,50,1,0.02
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Labridae,Halichoeres dispilus,Carnivoros,10,1,0.02
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Labridae,Halichoeres dispilus,Carnivoros,15,2,0.04
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,15,6,0.12
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,5,2,0.04
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Scaridae,Scarus ghobban,Herbivoros,10,2,0.04
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,10,4,0.08
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Serranidae,Serranus psittacinus,Carnivoros,15,2,0.04
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,5,1,0.02
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,10,3,0.06
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Pomacentridae,Stegastes flavilatus,Herbivoros,15,7,0.14
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,10,95,1.9
22-May-16,Guanacaste,10.938896,-85.732617,CUAJINIQUIL,SR_HACHAL,2,1,50,Chordata,Labridae,Thalassoma lucasanum,Carnivoros,15,53,1.06
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,5,4,0.08
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Tetraodontidae,Canthigaster punctatissima,Carnivoros,10,6,0.12
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Pomacentridae,Chromis atrilobata,Planctivoros,10,5,0.1
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Cirrhitidae,Cirrhitus rivulatus,Carnivoros,10,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Cirrhitidae,Cirrhitus rivulatus,Carnivoros,15,2,0.04
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,15,3,0.06
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Diodontidae,Diodon holocanthus,Carnivoros,20,6,0.12
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Fistulariidae,Fistularia commersonii,Piscivoros,40,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Chaetodontidae,Johnrandallia nigrirostris,Carnivoros,10,1,0.02
21-May-16,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,C_MATAPALITO,2,1,50,Chordata,Blenniidae,Ophioblennius steindachneri,Carnivoros,10,2,0.04
